1	1	'LOGO'		150	265	0	0	0	0					'Dansk'
1	1			166	69	184	69	1	0					'Dansk'
1	1			23	190	23	76	1	0					'Dansk'
1	1			23	76	184	76	1	0					'Dansk'
1	1			23	190	184	190	1	0					'Dansk'
1	1			166	55	184	55	1	0					'Dansk'
1	1			166	190	166	55	1	0					'Dansk'
1	1			166	62	184	62	1	0					'Dansk'
1	1			26	255	184	255	1	0					'Dansk'
1	1			184	190	184	55	1	0					'Dansk'
1	2	'$egen_addr1'	'V'	26	37	0	0	11	0	'Helvetica'	'on'		'A'	'Dansk'
1	2	'$egen_bank_navn'	'H'	183	21	0	0	11	0	'Helvetica'	'on'		'A'	'Dansk'
1	2	'$egen_bank_reg $egen_bank_konto'	'H'	183	17	0	0	11	0	'Helvetica'	'on'		'A'	'Dansk'
1	2	'$eget_firmanavn'	'V'	26	41	0	0	11	0	'Helvetica'	'on'		'A'	'Dansk'
1	2	'$eget_firmanavn     *     $egen_addr1     *     $eget_postnr $eget_bynavn     *     Danmark'	'V'	26	258	0	0	12	0	'Helvetica'	'on'	'on'	'A'	'Dansk'
1	2	'$formular_ialt'	'H'	183	56	0	0	10	0	'Helvetica'	'on'		'S'	'Dansk'
1	2	'$formular_moms'	'H'	183	63	0	0	10	0	'Helvetica'			'S'	'Dansk'
1	2	'$formular_side'	'V'	160	230	0	0	11	0	'Helvetica'			'A'	'Dansk'
1	2	'$formular_sum'	'H'	183	70	0	0	10	0	'Helvetica'			'S'	'Dansk'
1	2	'$formular_transportsum'	'H'	183	70	0	0	10	0	'Helvetica'			'!S'	'Dansk'
1	2	'$ordre_addr1'	'V'	26	238	0	0	11	0	'Helvetica'			'A'	'Dansk'
1	2	'$ordre_addr2;'	'V'	26	234	0	0	11	0	'Helvetica'			'A'	'Dansk'
1	2	'$ordre_fakturanr'	'V'	160	238	0	0	11	0	'Helvetica'			'A'	'Dansk'
1	2	'$ordre_firmanavn'	'V'	26	242	0	0	11	0	'Helvetica'	'on'		'A'	'Dansk'
1	2	'$ordre_momssats;% moms'	'V'	132	63	0	0	10	0	'Helvetica'			'S'	'Dansk'
1	2	'$ordre_ordredate;'	'V'	160	234	0	0	11	0	'Helvetica'			'A'	'Dansk'
1	2	'$ordre_ordrenr'	'V'	60	210	0	0	11	0	'Helvetica'			'A'	'Dansk'
1	2	'$ordre_postnr $ordre_bynavn'	'V'	26	230	0	0	11	0	'Helvetica'			'A'	'Dansk'
1	2	'Antal'	'C'	148	193	0	0	11	0	'Helvetica'			'A'	'Dansk'
1	2	'Beskrivelse'	'V'	55	193	0	0	11	0	'Helvetica'			'A'	'Dansk'
1	2	'CVR nr: $eget_cvrnr'	'H'	183	29	0	0	11	0	'Helvetica'	'on'		'A'	'Dansk'
1	2	'Danmark'	'V'	26	29	0	0	11	0	'Helvetica'	'on'		'A'	'Dansk'
1	2	'Dato'	'V'	120	234	0	0	11	0	'Helvetica'	'on'		'A'	'Dansk'
1	2	'Deres ordre nr'	'V'	26	210	0	0	11	0	'Helvetica'	'on'		'A'	'Dansk'
1	2	'Deres ref:'	'V'	26	214	0	0	11	0	'Helvetica'	'on'		'A'	'Dansk'
1	2	'DK-$eget_postnr $eget_bynavn'	'V'	26	33	0	0	11	0	'Helvetica'	'on'		'A'	'Dansk'
1	2	'Fax: $egen_fax'	'V'	26	17	0	0	11	0	'Helvetica'	'on'		'A'	'Dansk'
1	2	'I alt'	'V'	132	56	0	0	10	0	'Helvetica'			'S'	'Dansk'
1	2	'Nettosum'	'V'	132	70	0	0	10	0	'Helvetica'			'S'	'Dansk'
1	2	'Nummer'	'V'	120	238	0	0	11	0	'Helvetica'	'on'		'A'	'Dansk'
1	2	'Pris'	'V'	158	193	0	0	11	0	'Helvetica'			'A'	'Dansk'
1	2	'Side'	'V'	120	230	0	0	11	0	'Helvetica'	'on'		'A'	'Dansk'
1	2	'Sum'	'V'	175	193	0	0	11	0	'Helvetica'			'A'	'Dansk'
1	2	'Tilbud'	'V'	120	244	0	0	15	0	'Helvetica'	'on'		'A'	'Dansk'
1	2	'Tlf:. $egen_tlf'	'V'	26	21	0	0	11	0	'Helvetica'	'on'		'A'	'Dansk'
1	2	'Transport til side $formular_nextside'	'V'	132	70	0	0	10	0	'Helvetica'			'!S'	'Dansk'
1	2	'Varenr'	'V'	26	193	0	0	11	0	'Helvetica'			'A'	'Dansk'
1	3	'antal'	'H'	148	0	0	0	10	0	'Helvetica'				'Dansk'
