10	RESULTATOPGØRELSE	H		0	0	100	G 
100	OMSÆTNING:	H		0	0	100	 
1000	Udført arbejde	D	S1	0	0	100	U
1100	Varesalg DK	D	S1	0	0	100	S
1200	Salg af ydelser indenfor EU	D		0	0	100	Y
1220	Salg af varer indenfor EU	D		0	0	100	G
1250	Salg af ydelser udenfor EU	D		0	0	100	G
1270	Salg af varer udenfor EU	D		0	0	100	G
1290	Salg af varer og ydelser udenfor EU	Z		1250	0	100	G
1300	Fragt ydet	D	S1	0	0	100	F
1800	Igangværende arbejder	D		0	0	100	I
1900	Tab på debitorer	D	S1	0	0	100	T
1950	OMSÆTNING I ALT	Z		100	0	100	G
2000	VARIABLE OMKOSTNINGER:	H		0	0	100	 
2001	VAREFORBRUG:	H		0	0	100	 
2050	Ydelseskøb i DK	D	K1	0	0	100	k
2100	Varekøb i DK	D	K1	0	0	100	V
2300	Fragt modtaget	D	K1	0	0	100	f
2400	Leje driftsmidler	D	K1	0	0	100	D
2500	Forbrug egne varer	D	K1	0	0	100	E
2600	Lagerregulering	D		0	0	100	 
2700	Køb af ydelser i EU	D	Y1	0	0	100	G
2720	Køb af ydelser udenfor EU	D	Y1	0	0	100	G
2800	Køb af varer i EU	D	E1	0	0	100	G
2820	Varekøb udenfor EU	D	E1	0	0	100	G
2850	VAREFORBRUG I ALT	Z		2000	0	100	G
2899	FREMMED ARBEJDE	H		0	0	100	G
2900	Fremmed arbejde	D	K1	0	0	100	G
3000	VAREFORBRUG OG FREMMEDE ARBEJDE	Z		2000	0	100	G
3500	DÆKNINGSBIDRAG I	Z		1	0	100	G
4099	LØNNINGER:	H		0	0	100	G
4100	Løn, A-indkomst	D		0	0	100	G
4110	Medarbejder ATP	D		0	0	100	G
4120	Medarbejder pension	D		0	0	100	G
4125	Bruttoløn	Z		4100	0	100	G
4130	Bidragsfri A-indkomst	D		0	0	100	G
4140	Særlig indkomst	D		0	0	100	G
4150	Personalegoder	D		0	0	100	G
4160	Tillæg	D		0	0	100	G
4170	Optjent SH (søgne-/hellligdagsbetaling)	D		0	0	100	G
4200	Feriepenge brutto	D		0	0	100	G
4205	AM-indkomst	D		0	0	100	G
4210	Virksomhed ATP	D		0	0	100	G
4220	Virksomhed pension	D		0	0	100	G
4230	DA Barsel	D		0	0	100	G
4240	Refusion sygedagpenge	D		0	0	100	G
4249	LØNNINGER I ALT	Z		4000	0	100	G
4250	DÆKNINGSBIDRAG II	Z		1	0	100	G
4308	Øvrige omkostninger:	H		0	0	100	G
4309	Øvrige personaleomkostninger:	H		0	0	100	G
4310	Arbejdstøj	D		0	0	100	G
4320	AER/AES/ATP-fib	D		0	0	100	G
4330	Personaleforsikringer	D		0	0	100	G
4340	Uddannelsesudgifter	D		0	0	100	G
4350	Diverse udgifter	D		0	0	100	G
4950	PERSONALEOMK. I ALT	Z		4308	0	100	G
5000	LØN OG PERSONALE I ALT	Z		4100	0	100	G
5099	LOKALEOMKOSTNINGER:	H		0	0	100	G
5100	Husleje	D	K1	0	0	100	G
5200	El, varme m.v.	D	K1	0	0	100	G
5250	Elafgift	D		0	0	100	G
5260	Privat andel el	D	K1	0	0	100	G
5300	Varme	D		0	0	100	G
5360	Privat andel varme	D		0	0	100	G
5400	Rengøring og dekoration	D	K1	0	0	100	G
5500	Reparation og vedligeholdelse	D	K1	0	0	100	G
5600	LOKALEOMKOSTNINGER I ALT	Z		5100	0	100	G
5899	SALGSOMKOSTNINGER:	H		0	0	100	G
5900	Annoncer & reklame	D	K1	0	0	100	G
5910	Dekoration	D	K1	0	0	100	G
5930	Rejseudgifter	D		0	0	100	G
5940	Konferencer	D		0	0	100	G
5950	Messer	D	K1	0	0	100	G
5960	Pakkeporto	D		0	0	100	G
