  10	RESULTATOPGØRELSE	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
 100	OMSÆTNING:	H		0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1000	Udført arbejde	D	S1	0	0	100	U	0	300	200	400	100	0	0	1000	0	0	0	0	2000
1100	Varesalg DK	D	S1	0	0	100	S	0	0	0	0	0	0	0	0	0	0	0	0	0
1200	Salg af ydelser indenfor EU	D		0	0	100	Y	0	0	0	0	0	0	0	0	0	0	0	0	0
1220	Salg af varer indenfor EU	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
1250	Salg af ydelser udenfor EU	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
1270	Salg af varer udenfor EU	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
1290	Salg af varer og ydelser udenfor EU	Z		1250	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
1300	Fragt ydet	D	S1	0	0	100	F	0	0	0	0	0	0	0	0	0	0	0	0	0
1800	Igangværende arbejder	D		0	0	100	I	0	0	0	0	0	0	0	0	0	0	0	0	0
1900	Tab på debitorer	D	S1	0	0	100	T	0	0	0	0	0	0	0	0	0	0	0	0	0
1950	OMSÆTNING I ALT	Z		100	G	0	0	100	 	0	0	0	0	0	0	0	0	0	0	0	0
2000	VARIABLE OMKOSTNINGER:	H		0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	VAREFORBRUG:	H		0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2050	Ydelseskøb i DK	D	K1	0	0	100	k	0	0	0	0	0	0	0	0	0	0	0	0	0
2100	Varekøb i DK	D	K1	0	0	100	V	0	0	0	0	0	0	0	0	0	0	0	0	0
2300	Fragt modtaget	D	K1	0	0	100	f	0	0	0	0	0	0	0	0	0	0	0	0	0
2400	Leje driftsmidler	D	K1	0	0	100	D	0	0	0	0	0	0	0	0	0	0	0	0	0
2500	Forbrug egne varer	D	K1	0	0	100	E	0	0	0	0	0	0	0	0	0	0	0	0	0
2600	Lagerregulering	D		0	0	100	 	0	0	0	0	0	0	0	0	0	0	0	0	0
2700	Køb af ydelser i EU	D	Y1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
2720	Køb af ydelser udenfor EU	D	Y1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
2800	Køb af varer i EU	D	E1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
2820	Varekøb udenfor EU	D	E1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
2850	VAREFORBRUG I ALT	Z		2000	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
2899	FREMMED ARBEJDE	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
2900	Fremmed arbejde	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
3000	VAREFORBRUG OG FREMMEDE ARBEJDE	Z		2000	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
3500	DÆKNINGSBIDRAG I	Z		1	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4099	LØNNINGER:	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4100	Løn, A-indkomst	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4110	Medarbejder ATP	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4120	Medarbejder pension	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4125	Bruttoløn	Z		4100	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4130	Bidragsfri A-indkomst	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4140	Særlig indkomst	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4150	Personalegoder	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4160	Tillæg	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4170	Optjent SH (søgne-/hellligdagsbetaling)	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4200	Feriepenge brutto	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4205	AM-indkomst	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4210	Virksomhed ATP	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4220	Virksomhed pension	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4230	DA Barsel	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4240	Refusion sygedagpenge	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4249	LØNNINGER I ALT	Z		4000	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4250	DÆKNINGSBIDRAG II	Z		1	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4308	Øvrige omkostninger:	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4309	Øvrige personaleomkostninger:	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4310	Arbejdstøj	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4320	AER/AES/ATP-fib	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4330	Personaleforsikringer	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4340	Uddannelsesudgifter	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4350	Diverse udgifter	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
4950	PERSONALEOMK. I ALT	Z		4308	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5000	LØN OG PERSONALE I ALT	Z		4100	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5099	LOKALEOMKOSTNINGER:	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5100	Husleje	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5200	El, varme m.v.	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5250	Elafgift	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5260	Privat andel el	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5300	Varme	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5360	Privat andel varme	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5400	Rengøring og dekoration	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5500	Reparation og vedligeholdelse	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5600	LOKALEOMKOSTNINGER I ALT	Z		5100	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5899	SALGSOMKOSTNINGER:	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5900	Annoncer & reklame	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5910	Dekoration	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5930	Rejseudgifter	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5940	Konferencer	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5950	Messer	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5960	Pakkeporto	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5989	REPRÆSENTATION:	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
5990	Repræsentation, restaurant	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
6000	Repræsentation, gaver og blomst.	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
6010	Repræsentation, diverse	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
6020	Ej fradragsberett. andel	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
6030	REPRÆSENTATION I ALT	Z		5980	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
6040	SALGSOMKOSTNINGER I ALT	Z		5900	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
6099	ADMINISTRATION:	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
6100	Advokat og revisor	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
6150	Bogføringsassistance	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
6200	Konsulentbistand	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
6300	Avishold	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
6400	Kontingenter m/moms	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
6450	Kontingenter u/moms	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
6800	Erhvervsforsikringer	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
6900	Fragt & kørsel	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
7000	Kontorartikler & tryksager	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
7200	Porto & gebyrer	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
7400	Småanskaffelser	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
7600	Telefoni	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
7640	Privat andel telefon mv.	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
7650	Internet og webhotel	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
7700	Vedligehold driftsmidler	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
7750	Leje af driftsmidler	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
7800	Diverse inkl. moms	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
7900	Diverse ekskl. moms	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
7940	Øredifferencer	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
7950	Reg. kassedifferencer	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
7960	Valutadifferencer	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
8000	ADMINISTRATION I ALT	Z		6100	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
8299	KØRSEL:	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
8300	Udbetalte kilometerpenge	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
8400	Brændstof	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
8500	Vedligeholdelse	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
8600	Vægtafgift & forsikringer	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
8700	Afskrivning	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
8800	Privat andel autodrift	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
8950	Øvrig personbefordring	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
8960	KØRSEL I ALT	Z		8300	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
8980	Øvrige omkosninger i alt:	Z		4500	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9000	RESULTAT FØR AFSKRIVNINGER	Z		1	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9099	AFSKRIVNINGER:	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9100	Småanskaffelser	D	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9200	Driftsmidler	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9250	Immaterielle anlægsaktiver	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9300	Lejede lokaler	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9500	Indgået på tidligere afskrevne f	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9550	AFSKRIVNINGER I ALT	Z		9100	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9600	RESULTAT FØR FINANSIERING	Z		1	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9799	RENTEINDTÆGTER M.V.:	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9800	Bank & giro	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9850	Renteindtægter diverse	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9870	RENTEINDTÆGTER M.V. I ALT	Z		9800	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9899	RENTEUDGIFTER M.V.:	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9900	Bankrenter	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9950	Leverandører m.v.	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9960	FRADRAGSBERETTIGEDE RENTEUDGIFTE	Z		9900	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
9990	Ikke-fradragsberettigede renter	D		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
10000	RENTEUDGIFTER M.V. I ALT	Z		9900	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
11000	RESULTAT I ALT	Z		1	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
20000	------------------------------------------------------------	X		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
49996	STATUS	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
49997	AKTIVER:	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
49998	IMMATERIELLE ANLÆGSAKTIVER	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
49999	(Patenter, rettigheder, goodwill, udviklingsprojekter under udførelse mv.)	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
50800	Immaterielle anlægsaktiver primo	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
50810	Forbedringer i året	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
50820	Salg i året	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
50830	Tilgang i året	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
50840	Årets afskrivninger	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
50850	IMMATERIELLE ANLÆGSAKTIVER I ALT	Z		50790	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
50898	MATERIELLE ANLÆGSAKTIVER	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
50899	(Inventar, bygninger, maskiner mv.)	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
50900	Driftmiddelsaldo primo	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
50910	Tilgang i året drift/inventar	S	K1	0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
50920	Afgang i året drift/inventar	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
50930	Årets afskrivninger	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
51995	Anlægsaktiver	Z		50000	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
55099	OMSÆTNINGSAKTIVER:	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
55100	Varebeholdning	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
55995	Varebeholdning	Z		55000	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
56099	TILGODEHAVENDER	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
56100	Debitorer, ubetalte fakturaer	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
56150	Efterposteringer	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
56295	Tilgode for salg	Z		56000	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
56300	Deposita	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
56500	Forudbetalte omkostninger	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
56995	Andre tilgodehavender	Z		56300	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
56999	Tilgodehavender	Z		56000	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
57999	LIKVIDEBEHOLDNINGER	H		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
58000	Bank	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
58100	Giro	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
58200	Kasse	S		0	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
58998	Likvide beholdninger i alt	Z		58000	0	100	G	0	0	0	0	0	0	0	0	0	0	0	0	0
